index;time;expanded;generated;pushed;popped;pruned_post_pop;length;gridcost
138;38448.717;34567;32897;31701;21961;1110;575.5226272915045;638.18081
139;46443.107;45209;40835;39484;28785;1624;560.4764865523906;619.59502
140;21730.032;24698;20550;19822;15095;562;314.5579542920209;336.15433
141;18634.718;20017;18614;17983;12513;514;396.8211623130778;434.32085
142;14679.229;15604;15073;14524;9812;472;315.1062953063968;351.74726
143;2455.952;2590;3216;3079;1661;68;192.8856916257069;215.10765
144;900.068;970;1243;1191;635;3;120.2696748287511;129.04163
145;39770.563;39558;36101;34793;24857;1397;527.4036192227283;582.16861
146;42559.956;41311;38158;36871;25991;1498;557.6340008544671;614.0803
147;21.404;3;15;13;3;0;3.650281539872885;4.4142136
148;76642.136;66355;59224;57042;42242;2639;600.825869755379;669.25188
149;61920.662;52901;47788;45987;33744;2085;613.2306176949078;686.70772
150;204.79;149;268;258;110;0;84.08107472847833;93.426407
151;67925.345;59281;52043;50112;37565;2335;625.6985533482257;694.77879
152;6751.487;6952;8028;7742;4482;155;340.4269097241522;377.33304
153;2527.644;2536;2991;2894;1629;57;170.9968882554364;189.82338
154;3826.076;4085;4073;3933;2605;70;143.9621324815081;155.59798
155;119306.18;101890;81947;79072;64080;4358;644.0397108898602;716.74935
156;36233.139;36239;34378;33155;22893;1239;562.6254914506757;623.56558
157;22278.858;22196;21444;20652;13951;577;422.5206914551103;463.40411
158;18906.385;18794;17553;16891;11841;549;373.0747674731856;412.26198
159;117.716;86;148;142;58;0;38.80543885362464;44.313708
160;35256.762;35342;32030;30889;22730;1480;447.7735663149652;498.39906
161;8015.063;8897;8374;8080;5395;173;206.3734383632426;223.95332
162;98054.956;83009;70758;68422;52126;3075;682.896667137184;756.00418
163;1948.285;2317;2354;2269;1388;38;95.96744303187404;104.69848
164;12710.387;12903;13054;12619;8118;266;370.8388622505406;405.46299
165;968.51;942;1274;1229;620;10;105.8273318137694;118.56854
166;83332.8;71809;62251;60100;45018;2778;648.833068095288;720.82042
167;18085.024;18337;16914;16294;11348;382;380.1503618502416;415.32085
168;44484;40259;36700;35360;25537;1467;541.9045196639061;601.82547
169;37696.236;37462;30637;29606;22853;841;445.923541445729;473.68124
170;29143.789;27898;25702;24713;17388;742;457.0994793485908;501.90159
171;33755.496;33253;29644;28616;20521;715;494.0471597893207;532.10765
172;3762.694;3828;4333;4174;2343;62;253.6401856197924;281.97771
173;71749.838;64300;55804;53875;40262;2351;615.8643117121102;680.67828
174;11951.959;12236;12214;11746;7710;228;366.598099191034;394.17872
175;37647.519;34810;32031;30918;21959;1355;497.9560161624088;551.16861
176;70844.957;64584;58802;56751;40729;2493;663.9302200979795;736.27626
177;71597.479;64309;56337;54375;40668;2620;588.3471867189344;650.12193
178;25798.237;25197;24446;23507;15819;672;407.986368041607;455.1026
179;16765.943;16665;15037;14524;10216;291;358.0847453446379;382.12489
180;82163.247;71775;63525;61386;45249;2733;679.9651527486654;749.4184
181;23846.554;25338;23514;22647;15966;854;445.7914173915702;495.2153
182;17227.208;18731;17183;16546;11699;480;361.2306564438488;396.04877
183;833.394;839;1110;1061;533;9;121.0941643521069;136.71068
184;52033.561;50009;44990;43239;31482;1885;606.989380920406;672.26407
185;16117.599;17025;16670;16059;10748;526;383.1244232038463;427.83052
186;26527.556;28614;24267;23403;17741;679;371.5459934044334;406.5513
187;2861.548;3001;3676;3503;1968;48;206.0047963156048;229.99495
188;57753.967;54578;48086;46399;34309;2054;612.53207595946;681.193
189;3977.633;4647;4965;4735;3008;108;199.4985408779949;223.6518
190;37884.791;37368;34633;33345;23602;1199;521.3558129756659;577.5412
191;12972.645;14853;12936;12449;9499;650;219.7466067892548;246.7645
192;72975.077;68126;58396;56420;42826;2685;628.1914546750106;697.12193
193;55908.07;52935;49467;47654;33514;2004;636.7575474317955;708.16356
194;17186.633;17835;17976;17366;11311;521;427.1262247467276;471.81328
195;20866.421;21802;20694;19848;13905;558;402.2620346032899;439.00714
196;40057.274;40715;36343;35090;25565;1444;510.9398476952221;571.36962
197;2559.073;2810;3283;3132;1783;70;187.6295357533597;211.20815
198;6895.211;7811;8046;7765;4992;251;217.0086159682501;244.7645
199;13523.282;14365;13855;13343;8984;281;368.0261687265937;397.12489
