index;micro;successor_calls;generated;pushed;popped;pruned_post_pop;length;gridcost
166;14532.072;13418;12826;5565;5522;0;3775.82959590399;4551.5109
167;10094.871;9467;9095;3987;3938;0;1592.072665579946;1905.4945
168;4398.348;4457;4295;1877;1840;0;1237.654343297354;1506.6123
169;526.17;542;523;214;205;0;494.5345265920302;599.37973
170;8942.739;9069;8692;3736;3688;0;2388.847104501312;2883.5555
171;1718.999;1782;1751;786;746;0;541.567900620965;654.52186
172;14931.977;14295;13663;5890;5847;0;3501.741993386451;4215.9718
173;13258.106;11957;11443;4916;4868;0;3928.705054787892;4681.1383
174;548.134;510;494;206;197;0;549.4666517661714;667.86501
175;15879.996;14190;13543;5861;5838;0;2451.346740218513;2949.2123
176;2372.21;2105;2026;902;883;0;933.9577394957607;1106.7178
177;18940.781;13785;13168;5724;5688;0;3843.330501808381;4617.381
178;5279.893;4171;3984;1683;1663;0;1653.127169729305;1985.6783
179;171.415;134;135;57;53;0;168.0763956032342;189.1127
180;381.822;331;328;140;127;0;262.5180186434111;307.56854
181;5964.187;4813;4614;2018;1971;0;1780.454147122256;2152.0042
182;745.701;571;563;246;233;0;311.5880815190188;372.12489
183;8784.33;6693;6424;2826;2796;0;1626.178397883449;1948.7077
184;9426.963;7412;7088;3002;2961;0;1988.939842004178;2383.0458
185;13389.857;10898;10424;4560;4529;0;2078.103535183176;2488.4895
186;14935.456;12242;11695;5089;5070;0;2382.660912661873;2864.0408
187;2707.948;2199;2130;933;897;0;812.0653812393604;971.91883
188;2419.099;2042;1965;875;856;0;1358.071201736028;1623.8671
189;9454.986;7662;7324;3123;3079;0;2945.069089547464;3538.6337
190;11496.254;9069;8687;3759;3703;0;2278.550912838805;2741.6438
191;17812.555;13527;12908;5608;5593;0;3135.937521274034;3769.7758
192;16125.554;13077;12510;5421;5370;0;3757.816032941038;4542.7535
193;4187;3316;3181;1372;1342;0;997.2114817821335;1196.1026
194;4547.892;3621;3493;1496;1457;0;942.1398799703151;1129.6589
195;5178.162;4339;4186;1828;1797;0;967.4107143310839;1165.5168
196;788.798;466;445;209;200;0;434.7642709869382;524.72287
197;19128.736;14227;13577;5907;5884;0;3392.245922006267;4063.3738
198;12425.771;11546;11037;4824;4801;0;2122.049704961399;2547.6022
199;11067.22;10953;10467;4538;4494;0;3421.971185038809;4130.8002
