Time
15
6015
59
1392
702
235
1883
63911
896
16
37
148
92
7218
20920
425
5476
51
13
793
3465
13584
22120
4539
7032
12
35
15721
15580
384
35932
3104
1138
4
9471
2319
2150
1293
845
21589
2
120
153
8548
249
72463
64728
5646
6612
66091
54961
4845
2480
204
43
125
899
322
7946
176
9
19451
3437
44275
36601
7684
266
9462
587
18079
2709
60
85949
1731
5
290
1804
6470
15482
5
229
35139
8468
50
26320
11454
64
15
1901
163
7923
249
5334
9285
138
9856
421
287
47776
8574
9859
46
69074
15
9399
5
15996
871
30
313
283
58375
26
4157
2391
12
72070
9
394
1212
75010
4
8699
192
1410
41
123
37556
249
8823
940
22627
11520
126
15455
89
463
6522
28711
14680
7267
21
19814
22172
126
574
135
12865
9
4943
665
1974
173
11797
48026
110
11
11463
44493
1059
2108
198
18
6815
46237
3495
48174
1086
628
22568
31
31006
35360
12384
10
137
23904
6529
447
10876
29
1180
19753
6486
3
55903
750
53993
669
22
139
260
3677
21143
10623
8113
34
11738
427
15927
