index;time;expanded;generated;pushed;popped;pruned_post_pop;length;gridcost
42;74156.248;47742;38765;36562;27145;2122;609.5183552456713;674.87929
43;31585.731;21533;17731;16776;11942;734;416.1675873519028;453.8772
44;70784.692;45469;38547;36306;26231;1986;517.0668028803204;579.58283
45;59809.657;39288;32262;30491;21971;1522;548.6774866530716;605.28636
46;67286.189;44064;35150;33209;24867;1951;560.4918446822546;621.72496
47;64365.275;42142;34118;32149;24019;1880;553.6131085021983;618.41125
48;40803.842;26356;23255;21832;15265;1117;501.8441516892946;562.34019
49;2492.517;1686;1838;1738;956;34;149.5158314562201;166.16652
50;11685.601;7903;7310;6864;4384;188;285.1336468862232;306.19596
51;6044.624;4030;4247;4011;2198;56;338.5944938583245;363.46804
52;301.421;166;287;270;112;0;50.75503278668105;57.455844
53;37898.701;24757;22070;20874;14180;991;506.1894716691564;559.13918
54;11798.989;7916;7634;7228;4629;290;250.0709973763018;278.73506
55;39118.751;25654;21916;20649;14619;1020;472.6158339986109;524.6417
56;5117.451;3434;3505;3284;1997;66;244.1380438967652;266.02439
57;47473.508;31413;26225;24770;17591;1209;508.0683646167831;560.38687
58;112442.85;71736;55891;52744;40788;3422;643.271762762046;717.74935
59;756.179;424;662;609;251;1;97.0444334507994;106.28427
60;79014.319;47651;38260;36125;26536;2118;549.1716514414157;608.45289
61;165351.78;99729;73313;69193;56630;5113;678.710007089185;760.54834
62;3533.35;2264;2504;2345;1282;33;234.3603820538187;254.91169
63;18347.688;12015;11530;10886;6863;371;388.4548084052914;430.00209
64;9478.435;6489;6290;5934;3596;118;242.6039202312912;263.2254
65;33964.08;22093;20199;18976;12551;758;510.7263707855099;565.41125
66;10382.967;6677;6852;6422;3959;214;311.6344954498107;347.9899
67;6295.594;4150;4367;4117;2501;132;248.6419812900813;279.56349
68;13784.958;9469;8711;8182;5278;318;305.8320535202444;341.06097
69;36176.267;23384;21010;19793;13390;860;528.4093184378426;592.89654
70;4956.905;3219;3661;3409;1889;84;224.0349844884724;248.7645
71;27963.874;18627;16431;15479;10503;537;437.4812160409878;469.48023
72;547.535;342;492;459;221;4;97.20527580987394;109.15433
73;4531.012;3210;3009;2834;1829;69;148.8037359289899;162.95332
74;18708.189;12543;11452;10715;6986;282;335.5841505657774;359.88225
75;51171.478;33370;27802;26192;18814;1323;509.6600819854535;567.47013
76;8195.694;5443;5373;5029;3028;125;293.4439723208233;322.89444
77;59465.168;36854;29449;27790;20618;1439;523.5378881559628;577.14423
78;57752.642;37024;31577;29720;21325;1547;578.1912056196874;643.32294
79;2177.695;1412;1591;1483;840;34;130.01867389278;144.78175
80;34960.992;23990;19580;18478;13052;732;487.846518687273;525.73506
81;27047.4;17932;16221;15265;10129;494;457.2117182887845;487.26703
82;8164.786;5546;5218;4925;3215;124;231.7930508739849;252.99495
83;15136.539;10038;9593;9051;5723;301;313.7114160502637;346.60512
84;23257.888;15886;13598;12802;8793;448;431.7730304880852;471.27922
85;91829.624;58967;47141;44489;33425;2549;644.0365723794149;713.89149
86;50.038;1;5;3;2;0;2;2
87;6539.122;4326;4436;4161;2451;80;239.4841043391631;259.95332
88;9836.991;6503;6546;6129;3896;279;214.0706331811712;240.17872
89;2613.979;1705;2011;1862;1051;48;155.4481009042272;176.50967
90;13262.684;9118;8420;7933;5138;292;334.6086570453046;370.64675
91;74336.921;47882;39013;36776;27452;2080;605.5246399002823;676.15137
92;39447.859;25653;23024;21603;14898;1014;445.9340733156575;497.49957
93;57519.147;37545;31722;29827;21663;1607;467.0103368146616;522.6417
94;41468.336;27457;23415;22017;15377;1244;509.2236418026094;564.51176
95;8552.259;5611;5507;5179;3143;113;260.669193826442;277.91169
96;18712.385;13004;11456;10827;7099;340;365.5501053068241;402.22035
97;19088.459;12823;11772;11030;7472;475;343.7968489640448;383.88939
