exp;alg;wallt_micro;runt_micro;expanded;generated;heapops;start;target;gridcost;realcost;map
78;AnyaSearch;60044;60038;27339;63064;62393;(482,2);(50,375);643.32294311;578.1912056196869;random512-20-0.map
79;AnyaSearch;1364;1360;1073;2430;2709;(281,42);(175,111);144.78174591;130.01867389278004;random512-20-0.map
80;AnyaSearch;38896;38891;18574;43989;44189;(219,21);(121,494);525.7350647;487.84651868727303;random512-20-0.map
81;AnyaSearch;24551;24545;13008;31007;31926;(38,495);(27,43);487.26702728;457.2117182887845;random512-20-0.map
82;AnyaSearch;7573;7568;4572;10819;11339;(424,469);(499,254);252.99494934;231.79305087398492;random512-20-0.map
83;AnyaSearch;13120;13116;7284;16981;17303;(139,337);(410,189);346.60512237;313.71141605026367;random512-20-0.map
84;AnyaSearch;25876;25869;13169;31139;31766;(359,79);(264,496);471.27922058;431.77303048808557;random512-20-0.map
85;AnyaSearch;219047;107247;45214;104663;101603;(476,0);(43,464);713.89148559;644.0365723794151;random512-20-0.map
86;AnyaSearch;3642;29;3;10;12;(339,54);(338,55);2.0;2.0;random512-20-0.map
87;AnyaSearch;4637;4633;2882;6582;6933;(237,395);(469,348);259.95331879;239.48410433916308;random512-20-0.map
88;AnyaSearch;8632;8628;4426;10634;10704;(233,221);(383,368);240.17871551;214.07063318117122;random512-20-0.map
89;AnyaSearch;2032;2029;1320;2919;3257;(389,364);(261,280);176.50966797;155.44810090422723;random512-20-0.map
90;AnyaSearch;15131;15127;6733;15419;15877;(204,404);(484,229);370.64675293;334.6086570453046;random512-20-0.map
91;AnyaSearch;112344;112337;37104;86017;84292;(510,511);(153,33);676.15137024;605.5246399002824;random512-20-0.map
92;AnyaSearch;49898;49891;17892;41225;41131;(137,176);(480,450);497.49956665;445.9340733156574;random512-20-0.map
93;AnyaSearch;43930;43917;15949;36464;37102;(85,152);(431,452);522.64170227;465.42679424030933;random512-20-0.map
94;AnyaSearch;60081;60074;21585;51017;50391;(26,485);(314,72);564.51175995;509.2236418026094;random512-20-0.map
95;AnyaSearch;10684;10679;4930;12255;12649;(142,58);(134,315);277.91168823;260.669193826442;random512-20-0.map
96;AnyaSearch;61473;32017;10711;25234;26150;(324,144);(202,483);402.22034607;365.55010530682404;random512-20-0.map
97;AnyaSearch;22002;21996;10823;25084;25614;(349,65);(159,345);383.88939361;343.7968489640448;random512-20-0.map
98;AnyaSearch;22662;22657;11543;27270;28090;(356,81);(452,416);380.27922058;352.2245965656036;random512-20-0.map
99;AnyaSearch;51036;51031;23976;55023;54816;(87,159);(483,489);586.239682;523.395766942299;random512-20-0.map
100;AnyaSearch;2780;2777;1863;4408;4888;(316,214);(349,374);180.3969696;165.40339404350843;random512-20-0.map
101;AnyaSearch;20007;20003;10314;24301;24823;(247,83);(510,373);440.5290039;395.9475635470361;random512-20-0.map
102;AnyaSearch;20294;20288;10574;24433;24809;(319,449);(25,235);410.17366485;368.5239413391081;random512-20-0.map
103;AnyaSearch;86813;86807;37639;87039;84834;(18,501);(510,143);689.73715667;618.0943590986899;random512-20-0.map
104;AnyaSearch;76202;76196;34005;77911;76121;(510,440);(8,102);688.42344818;617.760720149906;random512-20-0.map
105;AnyaSearch;61965;61959;27626;64249;63711;(62,442);(477,51);639.05086517;577.525976053561;random512-20-0.map
106;AnyaSearch;2076;671;584;1315;1530;(383,312);(262,358);143.81118317;131.33569295628843;random512-20-0.map
107;AnyaSearch;111939;53720;25282;58353;57438;(435,401);(54,70);575.31074981;517.9566821764843;random512-20-0.map
108;AnyaSearch;2288;711;682;1657;1606;(340,204);(407,204);74.55634918;68.78320973295287;random512-20-0.map
109;AnyaSearch;5939;5936;3824;8710;9216;(240,315);(74,450);243.83556976;217.24218635829436;random512-20-0.map
110;AnyaSearch;28116;28111;14032;33806;33875;(389,71);(277,459);446.00714264;408.7063489430968;random512-20-0.map
111;AnyaSearch;72656;72650;32133;75745;73723;(407,46);(176,507);577.42849884;523.4109664724614;random512-20-0.map
112;AnyaSearch;58257;58252;27232;62797;60088;(41,469);(503,295);548.61731567;500.34949122624073;random512-20-0.map
113;AnyaSearch;31140;31136;15482;36057;37356;(404,485);(229,37);537.1320343;487.11625472346253;random512-20-0.map
114;AnyaSearch;7997;7993;4802;11207;12055;(427,203);(355,453);288.16652222;263.3842672208922;random512-20-0.map
115;AnyaSearch;1839;596;501;1191;1326;(244,91);(289,142);77.84062042;69.88810930810388;random512-20-0.map
116;AnyaSearch;85294;85290;37612;87711;84941;(510,55);(3,443);712.47727203;645.9115031007543;random512-20-0.map
117;AnyaSearch;153369;74029;33588;77876;76219;(507,436);(91,30);658.5655838;589.3354006293242;random512-20-0.map
118;AnyaSearch;8361;8357;4921;11920;11974;(395,222);(433,44);201.0121933;185.4921132313809;random512-20-0.map
119;AnyaSearch;31666;31661;15425;35934;36582;(127,386);(500,9);591.83766174;534.9918472798421;random512-20-0.map
120;AnyaSearch;3107;3105;2219;5358;5917;(404,148);(417,401);270.91168823;254.77950844472338;random512-20-0.map
121;AnyaSearch;2151;2149;1606;3658;4000;(359,0);(203,75);194.68124084;175.22841468738835;random512-20-0.map
122;AnyaSearch;73777;73773;33097;77709;76362;(85,468);(511,5);705.64884491;636.47460506758;random512-20-0.map
123;AnyaSearch;1786;1783;1463;3379;3577;(188,275);(341,301);171.76955261;157.29946358179737;random512-20-0.map
124;AnyaSearch;1255;1253;991;2258;2441;(375,346);(485,311);127.32590179;117.8218613320279;random512-20-0.map
125;AnyaSearch;2955;46;36;81;105;(263,313);(270,294);23.3137085;21.455612434792677;random512-20-0.map
126;AnyaSearch;2826;44;33;73;102;(375,289);(336,281);43.14213562;40.27132504699238;random512-20-0.map
127;AnyaSearch;4004;3999;2634;6205;6282;(126,9);(306,73);214.7106781;193.8972039800003;random512-20-0.map
128;AnyaSearch;29883;29876;14851;35366;35289;(349,422);(217,70);416.77669525;380.83553919034193;random512-20-0.map
129;AnyaSearch;45058;45053;21713;50643;49003;(464,466);(27,257);538.21529541;490.5481246162885;random512-20-0.map
130;AnyaSearch;76796;76791;34652;80462;79284;(0,510);(504,75);744.51890258;673.1308561670495;random512-20-0.map
131;AnyaSearch;150915;73914;33280;76742;75483;(9,499);(498,147);676.39401092;610.1303101922211;random512-20-0.map
132;AnyaSearch;2437;77;81;174;246;(29,465);(61,421);61.35533905;56.093206884597734;random512-20-0.map
133;AnyaSearch;33227;33223;16191;38933;38276;(311,87);(196,425);397.59292908;362.52818214135834;random512-20-0.map
134;AnyaSearch;15060;15055;8207;19703;20483;(207,454);(158,120);367.0243866;340.7788201098755;random512-20-0.map
135;AnyaSearch;45787;45783;21545;50986;51170;(29,508);(143,15);555.14927826;511.0480156209316;random512-20-0.map
136;AnyaSearch;21044;21040;10903;25344;26120;(163,57);(457,397);505.12698364;454.4271121372568;random512-20-0.map
137;AnyaSearch;2260;2258;1610;3839;3874;(29,57);(180,21);168.49747467;157.52176728748105;random512-20-0.map
138;AnyaSearch;48964;48960;22700;53063;53703;(7,43);(338,506);638.18080749;575.5226272915046;random512-20-0.map
139;AnyaSearch;62768;62764;28231;66497;65615;(68,487);(397,42);619.59502105;560.4764865523907;random512-20-0.map
140;AnyaSearch;27045;27038;13813;32899;32483;(474,92);(465,402);336.15432892;314.55795429202124;random512-20-0.map
141;AnyaSearch;48118;22371;11704;27309;26738;(80,296);(453,418);434.32085113;396.82116231307776;random512-20-0.map
142;AnyaSearch;17237;17231;9374;21718;22143;(470,403);(219,222);351.74725799;315.10629530639676;random512-20-0.map
143;AnyaSearch;2384;2380;1751;4198;4505;(249,213);(391,86);215.1076477;192.88569162570693;random512-20-0.map
144;AnyaSearch;1082;1079;770;1820;2131;(422,232);(437,114);129.04163055;120.26967482875115;random512-20-0.map
145;AnyaSearch;50327;50323;23582;54942;53794;(497,150);(60,434);582.16861419;527.4036192227281;random512-20-0.map
146;AnyaSearch;52665;52660;24652;57680;57129;(31,424);(466,85);614.08030243;557.6340008544671;random512-20-0.map
147;AnyaSearch;3536;27;4;13;16;(214,223);(216,226);4.41421356;3.6502815398728847;random512-20-0.map
148;AnyaSearch;74333;74328;33364;77171;75053;(9,141);(490,488);669.2518753;600.8258697553791;random512-20-0.map
149;AnyaSearch;73357;73352;32899;76032;75292;(30,64);(449,501);686.70771942;613.2306176949076;random512-20-0.map
150;AnyaSearch;2640;81;92;212;280;(294,48);(370,13);93.42640686;84.08107472847833;random512-20-0.map
151;AnyaSearch;85853;85849;37781;88163;86262;(52,23);(433,509);694.77878723;625.6985533482257;random512-20-0.map
152;AnyaSearch;6685;6681;4111;9653;10354;(433,199);(135,356);377.33304443;340.42690972415215;random512-20-0.map
153;AnyaSearch;1688;1686;1333;3155;3455;(444,162);(299,75);189.82337646;170.99688825543643;random512-20-0.map
154;AnyaSearch;4062;4059;2802;6693;7013;(333,392);(332,251);155.59797974;143.9621324815082;random512-20-0.map
155;AnyaSearch;211002;103790;44990;104672;100802;(52,19);(509,456);716.74934997;642.0594757276972;random512-20-0.map
156;AnyaSearch;45470;45464;21659;50145;50570;(30,496);(413,92);623.5655838;562.6254914506757;random512-20-0.map
157;AnyaSearch;25085;25081;12953;30115;30019;(473,204);(87,364);463.40411224;422.52069145511024;random512-20-0.map
158;AnyaSearch;21299;21294;11389;26092;26105;(37,13);(370,169);412.26197662;373.0747674731856;random512-20-0.map
159;AnyaSearch;2300;71;78;187;239;(494,219);(500,256);44.3137085;38.805438853624636;random512-20-0.map
160;AnyaSearch;48322;48317;22813;52623;52034;(445,192);(141,510);498.39906158;447.77356631496525;random512-20-0.map
161;AnyaSearch;5725;5721;3816;9167;8832;(91,72);(287,121);223.95331879;206.37343836324263;random512-20-0.map
162;AnyaSearch;253602;128566;49796;116600;112566;(9,504);(463,6);756.00418396;682.896667137184;random512-20-0.map
163;AnyaSearch;2139;2135;1596;4023;4113;(236,304);(216,395);104.6984848;95.96744303187404;random512-20-0.map
164;AnyaSearch;12946;12941;7397;17199;17584;(105,311);(450,436);405.46298675;370.8388622505417;random512-20-0.map
165;AnyaSearch;2403;801;593;1376;1584;(179,138);(89,190);118.56854248;105.82733181376945;random512-20-0.map
166;AnyaSearch;102177;102171;43829;102974;100111;(477,9);(73,506);720.82041778;648.8330680952879;random512-20-0.map
167;AnyaSearch;19522;19518;10440;24126;23904;(151,126);(510,237);415.32085113;380.1503618502416;random512-20-0.map
168;AnyaSearch;58739;58717;26476;62738;61781;(382,451);(80,10);601.82546844;541.9045196639061;random512-20-0.map
169;AnyaSearch;49619;49583;23451;56562;54839;(460,44);(481,485);473.68124084;445.923541445729;random512-20-0.map
170;AnyaSearch;95444;48979;18678;44295;44509;(508,414);(311,8);501.90158691;457.09947934859076;random512-20-0.map
171;AnyaSearch;41138;41133;17049;38412;38074;(491,335);(9,253);532.1076477;494.04715978932046;random512-20-0.map
172;AnyaSearch;4925;4921;2591;6128;6766;(167,405);(33,192);281.97770538;253.64018561979242;random512-20-0.map
173;AnyaSearch;100983;100978;38438;90143;87708;(7,505);(402,43);680.67828216;615.8643117121104;random512-20-0.map
174;AnyaSearch;15432;15428;8295;20031;20678;(430,406);(329,58);394.17871551;366.59809919103407;random512-20-0.map
175;AnyaSearch;47082;47077;22094;51983;51553;(116,461);(420,75);551.16861419;497.9560161624088;random512-20-0.map
176;AnyaSearch;76865;76859;34781;81577;79726;(500,40);(30,499);736.2762619;663.9302200979795;random512-20-0.map
177;AnyaSearch;87828;87824;39046;91013;88430;(427,36);(25,454);650.12193298;588.3471867189344;random512-20-0.map
178;AnyaSearch;27143;27138;13780;32931;33201;(95,36);(297,384);455.10259704;407.986368041607;random512-20-0.map
179;AnyaSearch;21061;21056;10925;26450;26557;(490,364);(453,11);382.12489166;358.08474534463767;random512-20-0.map
180;AnyaSearch;183115;89899;39935;93038;90554;(510,31);(17,486);749.41839752;679.9651527486654;random512-20-0.map
181;AnyaSearch;30257;30250;15335;35007;35150;(493,257);(119,486);495.21529541;445.7914173915703;random512-20-0.map
182;AnyaSearch;24576;24572;12416;29480;29865;(170,156);(294,490);396.04877319;361.23065644384883;random512-20-0.map
183;AnyaSearch;2549;830;655;1550;1830;(416,207);(476,309);136.7106781;121.09416435210686;random512-20-0.map
184;AnyaSearch;66827;66823;30825;71704;70667;(17,430);(438,3);672.2640686;606.989380920406;random512-20-0.map
185;AnyaSearch;18018;18014;9810;22583;23116;(148,1);(456,221);427.8305191;383.12442320384633;random512-20-0.map
186;AnyaSearch;39236;39232;18990;45813;44145;(267,56);(180,409);406.55129852;371.54599340443366;random512-20-0.map
187;AnyaSearch;3321;3318;2290;5200;5913;(335,335);(251,150);229.99494934;206.00479631560484;random512-20-0.map
188;AnyaSearch;71993;71989;33144;76897;75408;(500,468);(63,51);681.19300079;612.53207595946;random512-20-0.map
189;AnyaSearch;5031;5015;3187;7334;7970;(365,381);(277,206);223.65180359;199.4985408779947;random512-20-0.map
190;AnyaSearch;52373;52372;24221;57076;57060;(310,48);(43,488);577.5411972;521.3558129756661;random512-20-0.map
191;AnyaSearch;16695;16694;9197;21213;20797;(146,346);(310,481);246.76450195;219.74660678925508;random512-20-0.map
192;AnyaSearch;218328;99667;42741;100692;97273;(101,501);(469,2);697.12193298;628.1914546750105;random512-20-0.map
193;AnyaSearch;58460;58459;27020;62844;62384;(481,510);(3,100);708.16356353;636.7575474317954;random512-20-0.map
194;AnyaSearch;22114;22112;11459;26519;27552;(97,457);(372,136);471.81327514;427.12622474672753;random512-20-0.map
195;AnyaSearch;30413;30412;15152;35797;36329;(252,58);(354,441);439.00714264;402.2620346032899;random512-20-0.map
196;AnyaSearch;54651;54650;23651;54635;53534;(23,332);(436,43);571.36962433;510.93984769522206;random512-20-0.map
197;AnyaSearch;2433;2432;1893;4185;4805;(245,286);(109,161);211.20815277;187.6295357533597;random512-20-0.map
198;AnyaSearch;7185;7185;4252;9953;10399;(247,488);(384,324);244.76450195;217.00861596825013;random512-20-0.map
199;AnyaSearch;20918;20917;10116;25016;25106;(233,447);(229,82);397.12489166;368.0261687265936;random512-20-0.map
