time
13
4380
51
1206
542
157
1427
56585
797
14
34
131
73
6601
17425
380
4228
50
13
753
3211
12810
19705
4044
4470
10
32
15145
13099
365
32238
3031
772
3
6730
1393
1504
1015
460
16275
1
94
99
6535
192
94770
53549
5582
6052
54969
47471
4450
2430
240
42
145
852
288
6693
155
9
16363
2708
35820
29372
7272
218
8886
525
14188
2363
40
72737
2278
9
272
1634
5467
12739
6
210
29759
8462
44
22984
10053
50
11
1800
121
6733
224
5558
8688
103
9009
473
150
40800
8984
7973
39
59967
13
9185
4
12628
380
24
279
214
46531
23
3203
1833
8
57005
8
343
1015
61236
3
6267
143
1134
29
83
30080
209
7395
786
18537
7536
107
10827
74
420
4352
22728
10595
6135
20
14973
12944
57
334
73
9980
9
4733
591
1462
92
11002
38122
74
10
8543
36058
889
1438
136
14
6062
38755
2705
37082
574
394
15607
23
24757
28839
9830
7
130
20067
4783
311
8381
28
884
16074
4681
2
45725
701
46034
489
20
103
171
2878
15980
8968
5530
22
9629
372
12861
