time
16716
3300
23438
14888
457
18261
18554
14980
19059
12264
15563
1168
1396
8578
8934
25359
9040
14288
21455
17938
22472
88
20496
1514
8427
6842
22515
1298
20333
18849
0
20864
9831
18279
17338
294
1594
17733
5207
9654
22896
23274
9146
218
9044
11953
23162
1036
5631
21680
22200
16024
4396
161
25621
22508
5317
26621
8979
14036
24070
42
24277
22327
994
5524
829
24685
5842
16351
3057
21244
13014
21015
26245
16261
21366
23593
11290
15676
22705
24880
5134
2164
1524
16610
23543
1379
596
16591
17187
14863
20009
18172
4
10691
14667
22657
22523
27813
21857
2846
21990
18270
13822
3118
3651
15046
26432
14558
19169
13797
5786
13345
6126
26355
6042
2176
15184
298
9956
12486
23415
8157
8766
24874
26761
2263
10632
178
5679
23141
23510
13723
2653
16714
1474
18321
10866
57
4912
15338
28340
5081
1073
20770
14680
7511
22933
27291
21474
29902
677
18145
26674
14926
15614
8628
25429
6980
25429
360
11558
544
6007
26066
28346
17086
7790
540
15700
2411
26233
19974
530
23574
2843
23094
6664
116
366
8941
652
11126
12553
18674
20496
3410
3312
13166
16289
22538
23312
5058
5517
7317
464
23175
18584
18339
