Time
3392
641
822
923
676
3047
2115
3387
160
80
658
8
168
2188
184
1109
2975
440
1577
1011
3
1805
314
458
1387
346
173
73
193
75
3259
305
472
1
3597
519
11
320
1089
2948
4376
46
835
1685
1077
2
87
2026
434
1125
153
719
4690
341
2777
3577
1180
358
668
5993
858
853
955
162
479
567
85
11
101
1035
88
4585
116
159
489
4219
1128
3905
1699
3290
485
9
167
173
578
687
66
484
1
739
176
371
5
18
2477
103
188
1369
49
1
1118
1069
3964
3505
3791
528
139
5
744
3825
207
9
3746
1332
11
3149
6
269
247
3302
64
72
155
12
1155
1333
172
4911
629
2884
2085
1668
577
474
3504
22
72
620
587
215
18
85
428
253
1027
9
136
0
1832
1213
3894
504
4
148
641
609
4039
126
363
799
495
3459
86
3404
450
233
554
127
6
7
209
393
104
1797
71
3848
834
1717
64
3658
3429
479
1939
59
6
2548
1174
154
3
9
22
2
79
5
458
1452
3306
1246
595
269
