Index,Expanded,Time,Length
0,24699,21553.724,421.73001410241113
1,6453,5503.21,219.4213562373095
2,10716,3342.873,501.7594513539338
3,11131,3539.3210000000004,437.9898987322334
4,8179,2331.058,395.8599564173221
5,24031,7284.75,378.1320343559645
6,20411,6298.657,352.2619766708757
7,26086,7997.348,480.0731598529187
8,2438,920.864,214.37972567696693
9,3962,1421.6740000000002,266.1614716074871
10,7666,2373.0389999999998,199.2964645562817
11,136,46.559000000000005,68.41421356237309
12,2395,757.93,226.24978336205567
13,18933,5731.665999999999,366.8183258569797
14,2387,841.201,199.7523086789973
15,12270,3505.681,384.6883835420684
16,25131,6976.676,466.7300141024109
17,7072,2450.335,503.0264786586927
18,15568,4074.729,308.8061325481598
19,9880,2646.523,276.4629867976521
20,41,14.779,20.242640687119284
21,14433,4470.592,406.2031021678298
22,4205,1124.769,265.37972567696687
23,4281,1161.785,149.58073580374355
24,12387,3789.297,405.5290039756344
25,3929,1214.7930000000001,172.71067811865476
26,3328,866.0120000000001,290.79393923934003
27,1816,624.913,215.04877323527904
28,3736,1426.598,283.8477631085024
29,2327,804.111,235.4041122946064
30,27350,7602.227,493.901586977665
31,3373,1140.32,229.8477631085024
32,6225,1640.845,463.7422074112306
33,16,6.496,8.242640687119286
34,24784,6620.138,428.11479041326135
35,4469,1204.0439999999999,154.10764773832477
36,435,148.90800000000002,71.39696961967
37,3829,1198.92,199.30865786510145
38,10960,3252.957,338.0487732352791
39,24566,7046.795999999999,411.84271247461913
40,26756,7118.774,464.4284989122462
41,2056,767.089,199.1198410471445
42,10503,2927.8590000000004,397.5046173579948
43,13551,3987.397,409.3452377915608
44,12556,3887.475,375.8183258569796
45,24,10.504,15.31370849898476
46,1026,286.54200000000003,78.32590180780451
47,14327,3910.1949999999997,246.55129855222089
48,4324,1201.654,183.99494936611669
49,13087,3792.872,340.7178207935912
50,2528,870.2180000000001,205.89444430272832
51,7692,2301.903,258.91883092036784
52,27100,7421.223,492.0975464705583
53,5534,1770.385,313.0020920410531
54,22078,5902.003,396.2447327281725
55,28186,7670.694,471.4457428549493
56,14005,3939.0649999999996,451.97265478953017
57,4460,1343.577,291.7350647362943
58,9117,2867.6780000000003,363.7594513539338
59,26849,7247.456,464.6295090390228
60,6750,1995.884,280.5634918610405
61,7074,2071.926,298.74725804511405
62,8509,2570.504,385.5290039756344
63,1593,499.50899999999996,226.2670273047588
64,4393,1413.971,261.19090885901005
65,5180,1435.237,206.3086578651014
66,2247,807.091,192.62236636408616
67,557,195.595,101.59797974644668
68,1380,450.21299999999997,158.88225099390854
69,8216,2437.069,266.8183258569796
70,832,280.377,102.18376618407356
71,29667,8525.31,458.1858582251271
72,1184,387.69,149.55129855222071
73,1815,551.096,158.33809511662432
74,3994,1106.9340000000002,179.61017305526642
