Index,Expanded,Time,Length
0,166812,51.379822,3343.0693347083
1,41339,11.341006,2493.9129137347068
2,218895,67.348018,3619.1597385039154
3,144610,43.83253,2800.0794359760694
4,7246,1.89692,514.3624817342642
5,173288,53.052047,2669.6530291048803
6,145148,45.540017,1972.2367235014628
7,134253,42.941132,2328.599205235724
8,177951,56.240029,1892.3666658163736
9,127863,38.540397,1834.739248818404
10,163122,48.421266,3839.3607486306896
11,14171,4.087196,592.7716446627539
12,18080,5.304908,907.4823227814092
13,82243,24.643956,1869.4671708797616
14,94042,28.943939,2349.1727983645283
15,253904,83.824721,3971.6155826266295
16,99399,28.513785,2824.635785162175
17,133344,41.973307,1638.8986283848374
18,224013,66.71478,3755.4318164425567
19,176687,54.060352,2281.52813742386
20,207466,64.302478,3134.228714274736
21,1636,0.431931,209.8111831820431
22,199548,60.3869,2577.2926394116703
23,18970,5.76224,496.0609665440989
24,83674,24.99263,1785.692567624178
25,73207,22.148019,1430.0163773909285
26,197520,63.89028,1838.047906683506
27,18444,5.158773,655.3452377915612
28,205339,63.311885,2293.587011926905
29,182867,56.15194,2923.701802340155
30,8,0.003278,4.82842712474619
31,211697,64.880473,3745.833836696109
32,93799,27.469804,3107.944443027274
33,182559,112.192313,2627.75353416827
34,164741,62.813752,2347.2682527940337
35,4696,2.613587,300.651803615609
36,21342,13.182636,1068.7909806465111
37,182528,56.244201,2948.2337649086217
38,54314,16.041476,2044.2905473706255
39,100271,35.265297,3558.981022953726
40,214606,64.868823,2847.878425849296
41,225260,68.721333,3570.721138323903
42,89067,26.35538,2515.653029104881
43,3821,1.017848,291.7228714274746
44,83719,25.77544,1163.7077195258264
45,109578,34.034912,1516.7442994522864
46,231557,69.945532,3127.7139956489737
47,14036,3.844519,741.7716446627543
48,60530,17.860816,1650.271211386868
49,203071,62.749598,2517.126117170302
50,204378,62.018932,4010.272436876119
51,111328,33.081375,2756.037805415729
52,31000,10.069915,699.3158005400385
53,2463,0.70957,163.32590180780454
54,231277,72.589577,3616.6033893178105
55,201677,62.142389,3465.939392393384
56,50773,14.976443,1356.5899705197355
57,225805,69.534652,4073.385135248327
58,66194,21.070307,899.269119345813
59,122985,37.456038,1776.1828996322995
60,203939,63.362512,3149.956636336092
61,578,0.163189,77.4558441227157
62,216581,65.136682,3136.0571413994803
63,202682,61.656404,2329.226622233692
64,13150,3.754287,537.7766952966373
65,54214,16.143313,1281.2468247692275
66,11123,3.029263,641.5168106668151
67,186623,58.602299,2633.309883354373
68,41469,13.059362,670.4163056034268
69,120654,35.318277,3722.975972319843
70,29356,8.655473,883.5706345359775
71,195142,76.13409,2856.346463280829
72,113243,34.842939,1653.1828996322995
73,179503,55.968484,2896.63073452829
74,231059,71.859344,4045.799348810701
75,144721,45.235843,1550.371716450256
76,190212,61.13382,2365.3443712397843
77,215832,68.444986,2756.706852974043
78,110450,32.689083,2719.5230867899686
79,126588,40.900836,1392.6021638285547
80,211211,64.875766,2604.481456229627
81,219651,71.673613,3169.128209211345
82,47262,27.185585,815.4701294725895
83,31716,12.248222,2212.704760932996
84,23331,20.404624,1104.1808075912445
85,143634,55.976513,3420.1109652686387
86,209397,68.364483,2912.2632021601457
87,15053,4.309891,789.416305603427
88,7289,2.111285,395.14927829866747
89,135866,44.210005,1580.5554826343298
90,153694,51.907232,2369.942350986228
91,141534,44.566426,1945.378859125194
92,195864,94.018249,2901.233764908621
93,160559,52.565762,1525.283404695688
94,42,0.012416,16.65685424949238
95,91411,29.449472,1615.8569978244952
96,121344,39.215308,1717.3544725075535
97,220834,67.371496,3360.8510806388167
98,226220,68.341991,3323.613490585584
99,256070,78.106387,3800.745524941543
100,184884,57.287387,2781.263202160146
101,31633,9.988672,846.683332908186
102,188063,77.627126,2566.782971419794
103,164299,51.295878,3080.4713549618536
104,136374,41.441417,2768.04999872455
105,41145,11.357324,1978.663130372656
106,38334,11.052213,1888.248916810283
107,128303,39.176562,3155.240907583556
108,222003,68.664,3132.77287015202
109,131705,40.092243,2170.2611101191
110,163330,91.633277,2594.3098833543745
111,121857,36.778601,1846.1950929411196
112,55745,16.624803,1067.121933088199
113,125430,35.353834,4005.958728377134
114,57069,16.874629,1366.7615433949895
115,242513,72.661962,3266.169839771687
116,62633,18.172994,2195.758584802159
117,26239,7.387841,1331.6904755831238
118,131418,46.552596,2339.800215362499
119,4150,1.184081,250.81118318204315
120,94043,28.671246,1824.7098115668807
121,112855,33.926956,2702.4520189781024
122,216541,76.193074,4076.083620058163
123,79372,31.115161,2180.9301576774133
124,91772,27.069677,2228.5575746753816
125,241510,81.373148,3801.6744571296754
126,253782,77.142651,3761.147545195098
127,27918,8.095031,867.4701294725896
128,107437,31.871456,2849.0499987245494
129,2734,0.76162,204.9238815542512
130,53040,16.771787,716.7716446627542
131,210318,65.166951,2891.518036156083
132,220357,68.80819,3369.897761833043
133,121718,39.012115,1907.5920625607905
134,26086,7.705811,572.788888605457
135,149281,45.381118,2533.7535341682706
136,17604,5.07874,574.3330444827412
137,169982,51.434203,3014.204327657096
138,108897,32.541635,2638.209378290986
139,934,0.262371,90.28427124746187
140,46980,15.55544,827.1564209736046
141,139372,66.590936,2343.415439051648
142,252853,76.879698,3779.97597231984
143,43275,14.025988,882.1269837220818
144,11538,3.386683,428.19090885901016
145,174161,54.129534,2688.1505037879383
146,116632,36.792363,1516.401153701779
147,72037,21.678524,1947.089537243848
148,203512,62.952861,3578.390185882217
149,231577,75.975078,3977.3678913056247
150,184544,56.34528,2298.4570696119927
151,254354,77.699556,3769.946535068321
152,8590,2.328219,457.53405460951785
153,169052,52.414968,1885.4082963767164
154,257909,77.682911,3897.846030004931
155,142828,43.178975,3062.731239591674
156,139649,42.015757,2167.0895372438463
157,81311,24.579035,1802.3372285648504
158,225814,70.19068,3607.662263820856
159,72085,20.40679,2830.9789309126827
160,232570,70.658569,3112.388093841168
161,4526,1.307874,206.09545442950505
162,115173,33.822738,3576.436867076441
163,7094,1.97912,395.84776310850265
164,61355,18.256747,1346.2884553295703
165,241777,74.567429,3635.691701072379
166,213129,65.474259,3924.686650438492
167,149539,46.735598,1654.55548263433
168,70385,21.826598,1288.7615433949893
169,7528,1.981304,517.8477631085027
